,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f3,f12,f13,f23,f123,kb1,kb2,kb3,ku1,ku2,ku3,bcoop12,bcoop13,bcoop23,bcoop123,ucoop12,ucoop13,ucoop23,ucoop123,DNAtot,taum,taumRNA
250,1.87E+00,2.45E-01,1.24E-02,1.14E-03,1.48E-01,1.31E+01,2.20E-02,5.66E+00,1.33E+00,2.27E-03,9.18E+00,1.19E-01,5.18E-02,2.02E+01,1.17E-03,2.34E-01,7.07E-01,3.81E-02,8.01E+02,3.46E+01,4.83E+00,1.37E+01,1.23E+01,1.97E-01,1.18E+00,1.74E+00,5.85E+00,6.35E-02,1.00E+00,0.00E+00,0.00E+00
251,3.31E-01,2.60E-02,2.10E-02,2.56E-03,1.90E-01,7.58E+02,7.48E-02,1.47E-01,2.54E-01,1.29E-02,2.41E+00,2.29E-01,6.36E+00,4.33E+01,1.11E+00,1.26E-01,3.28E-03,3.63E+01,4.31E+02,1.60E-01,5.92E+00,5.19E-01,2.13E+00,2.34E+00,1.44E+00,6.58E-02,1.01E+00,7.55E-01,1.00E+00,0.00E+00,0.00E+00
252,3.31E+01,1.11E-02,1.81E+00,1.09E-02,1.51E-02,9.86E+02,5.56E-01,1.58E-03,1.34E+01,1.18E-02,1.38E+01,1.17E-02,5.81E+00,9.63E+00,8.85E-03,9.85E-03,1.61E+00,2.89E-01,3.38E+01,7.89E+01,8.42E-01,7.41E-01,1.84E+01,2.92E-01,2.05E-01,9.38E-02,8.76E+00,9.43E-02,1.00E+00,0.00E+00,0.00E+00
253,1.74E-01,4.34E-01,9.17E+00,1.93E-03,3.82E-02,1.78E-02,7.65E+00,1.53E-02,1.04E-01,3.63E-03,3.47E+01,9.50E+00,2.60E+01,8.08E+01,1.58E-01,1.02E-01,1.29E+00,5.17E+00,3.51E+02,6.28E+01,1.34E+01,4.68E+00,2.98E-01,2.88E-01,3.28E+00,5.93E-01,1.42E-01,9.28E-02,1.00E+00,0.00E+00,0.00E+00
254,4.56E-02,3.10E-02,3.25E-02,1.14E-03,2.18E-02,1.16E+02,5.94E-01,4.89E+00,1.04E-03,5.35E+01,6.80E-01,1.85E-02,7.36E+00,7.90E+01,3.74E+00,1.43E-02,1.50E-01,1.22E+02,4.89E+01,7.33E+00,1.29E+01,5.05E-01,3.65E-01,4.88E-01,3.15E+00,6.39E-02,1.74E-01,1.58E-01,1.00E+00,0.00E+00,0.00E+00
255,1.75E-02,6.18E-02,9.77E-02,5.89E-04,2.99E-01,6.40E-01,2.67E-01,6.72E-02,3.23E-02,8.87E+00,1.03E+00,1.64E+00,3.10E+00,7.14E+01,2.13E-02,3.42E-02,5.57E-03,6.97E-01,1.17E+02,2.72E-01,2.59E-01,8.56E+00,2.12E+00,4.76E+00,6.32E-02,1.08E+00,1.01E+00,1.54E+00,1.00E+00,0.00E+00,0.00E+00
256,1.67E-01,8.62E-01,4.78E-02,3.57E-03,2.35E-02,2.85E-01,3.26E-01,1.47E+00,3.66E+01,6.24E-02,6.95E+00,1.67E+00,3.95E-02,8.00E+01,1.21E+01,1.52E-02,2.56E-01,3.95E+02,5.19E+01,1.25E+01,2.68E+00,1.54E+00,5.23E+00,4.04E+00,6.54E-01,1.95E-01,2.49E+00,1.30E+00,1.00E+00,0.00E+00,0.00E+00
257,2.84E+00,1.51E-01,1.06E+00,1.77E-03,2.96E-01,4.29E+02,3.19E+00,4.21E+00,2.30E+01,1.17E+00,3.54E-03,7.31E-03,4.76E-03,2.01E+01,3.83E-02,3.92E-02,8.49E+00,1.25E+00,1.34E+02,4.15E+02,3.44E-01,1.19E+00,3.05E-01,1.89E-01,8.39E-02,1.51E-01,1.45E-01,6.09E-02,1.00E+00,0.00E+00,0.00E+00
258,1.74E+00,6.40E-01,9.78E-01,1.23E-02,8.15E-02,1.96E-01,4.40E-01,4.39E-01,2.33E+01,2.39E-02,4.23E-03,2.69E-03,1.01E+00,5.94E+01,2.89E-03,2.16E-01,2.23E+00,9.43E-02,7.39E+02,1.09E+02,2.96E-01,1.28E+00,6.66E-01,1.26E+00,7.23E-02,1.62E-01,3.17E-01,4.06E-01,1.00E+00,0.00E+00,0.00E+00
259,4.15E-02,5.61E-02,4.29E-02,7.84E-02,7.36E-02,4.22E+02,4.43E+00,2.99E-01,6.50E-03,1.31E+01,2.27E-02,8.61E-02,1.51E-01,5.40E+01,1.20E-03,4.65E-03,1.15E-03,3.92E-02,1.60E+01,5.60E-02,1.16E+01,4.74E+00,1.69E+00,4.29E+00,2.84E+00,5.99E-01,8.03E-01,1.38E+00,1.00E+00,0.00E+00,0.00E+00
260,3.61E-01,2.03E-01,2.97E-02,1.49E-02,6.49E-02,1.51E-01,3.51E-02,2.25E-03,3.95E-01,3.05E-03,2.44E-01,9.65E-02,1.29E+00,7.05E+01,4.87E-03,4.17E-02,1.10E+00,1.59E-01,1.43E+02,5.39E+01,8.92E+00,5.19E+00,2.42E-01,7.73E-01,2.17E+00,6.57E-01,1.15E-01,2.49E-01,1.00E+00,0.00E+00,0.00E+00
261,6.53E-02,9.41E-02,1.33E-03,6.86E-02,6.45E-02,2.17E+01,3.78E-02,5.65E+00,2.89E+01,9.69E-03,6.19E-02,1.85E-03,5.67E+01,8.19E+01,5.13E+00,3.91E-03,2.06E-01,1.67E+02,1.34E+01,1.01E+01,9.45E+00,5.26E-01,5.08E+00,2.49E+00,2.30E+00,6.65E-02,2.42E+00,8.02E-01,1.00E+00,0.00E+00,0.00E+00
262,1.62E-02,6.63E-01,3.32E-02,5.51E-04,1.38E-01,2.51E-02,2.33E-01,4.02E-02,6.52E-02,1.76E-03,4.80E+00,1.02E-03,1.49E-03,7.92E+01,3.09E-02,3.71E-02,8.02E-01,1.01E+00,1.27E+02,3.92E+01,4.33E+00,5.57E+00,5.51E+00,1.31E+00,1.06E+00,7.06E-01,2.62E+00,4.24E-01,1.00E+00,0.00E+00,0.00E+00
263,6.44E-02,3.22E-03,3.03E-03,1.20E-03,7.67E-02,9.90E+02,1.00E-02,1.27E-01,3.06E-03,1.25E+01,1.53E+00,1.08E-02,4.40E-03,5.58E+01,1.91E-03,1.19E-02,6.32E-01,6.24E-02,4.09E+01,3.09E+01,3.42E+00,8.15E-01,3.55E+00,1.26E+00,8.35E-01,1.03E-01,1.69E+00,4.07E-01,1.00E+00,0.00E+00,0.00E+00
264,2.22E-01,7.92E-01,2.07E-02,4.57E-02,5.00E-02,5.97E+01,2.27E+00,2.10E-01,1.69E+01,3.00E+00,9.35E-01,6.95E+00,1.59E+00,3.44E+01,1.50E-03,3.35E-03,3.58E-03,4.90E-02,1.15E+01,1.75E-01,1.51E+01,1.81E+00,7.85E+00,1.94E+01,3.68E+00,2.29E-01,3.74E+00,6.26E+00,1.00E+00,0.00E+00,0.00E+00
265,1.04E+01,5.94E-01,9.45E-03,6.72E-02,1.58E-01,4.44E+02,2.16E-02,9.64E+00,3.16E+00,1.75E-02,3.18E+00,2.87E-03,1.74E-03,4.16E+01,1.31E-03,2.32E-02,1.16E-02,4.28E-02,7.96E+01,5.68E-01,2.53E-01,7.47E-01,6.89E+00,2.05E+00,6.16E-02,9.46E-02,3.28E+00,6.61E-01,1.00E+00,0.00E+00,0.00E+00
266,2.16E+00,7.22E-01,2.18E-02,4.72E-02,3.53E-02,1.56E-01,1.20E-02,2.84E-03,9.92E-02,2.55E-01,2.72E+00,9.78E+00,3.46E-02,9.72E+01,7.93E-01,1.48E-01,2.40E-02,2.59E+01,5.06E+02,1.18E+00,2.59E-01,5.75E-01,1.59E+01,6.13E-01,6.31E-02,7.28E-02,7.59E+00,1.98E-01,1.00E+00,0.00E+00,0.00E+00
267,6.86E-01,2.97E-01,5.09E-02,9.58E-03,1.61E-02,3.90E-01,1.48E-01,1.56E-01,1.96E-02,7.03E-03,5.72E-01,4.99E-03,2.28E+01,2.73E+01,4.52E-01,4.23E-03,1.27E-01,1.48E+01,1.45E+01,6.21E+00,3.86E+00,1.14E+00,7.29E-01,4.61E+00,9.42E-01,1.44E-01,3.47E-01,1.49E+00,1.00E+00,0.00E+00,0.00E+00
268,3.59E-01,2.46E-01,8.29E+00,1.08E-03,2.83E-02,1.14E-03,9.77E-01,4.05E-03,7.89E+00,1.95E+01,3.21E-01,7.74E-03,4.22E-01,8.19E+01,6.92E-01,6.96E-02,1.15E+00,2.26E+01,2.39E+02,5.62E+01,1.55E+00,2.33E+00,1.77E+00,1.76E+00,3.78E-01,2.95E-01,8.43E-01,5.67E-01,1.00E+00,0.00E+00,0.00E+00
269,2.63E-01,1.17E-01,4.34E-01,5.32E-04,1.44E-01,5.52E-01,2.50E-01,3.27E-02,1.01E+01,8.77E+00,4.64E+01,4.79E-01,4.43E+00,4.80E+01,5.58E-01,9.59E-03,9.60E+00,1.82E+01,3.29E+01,4.69E+02,1.09E+01,1.27E+00,8.35E+00,1.82E+01,2.65E+00,1.61E-01,3.98E+00,5.86E+00,1.00E+00,0.00E+00,0.00E+00
270,3.50E+01,1.59E-01,1.65E-01,9.74E-02,1.09E-02,1.59E+02,7.50E-02,1.45E-01,4.56E-01,1.98E-01,2.54E+00,2.24E-03,4.55E+01,4.42E+01,1.80E-02,2.32E-02,4.00E+00,5.87E-01,7.94E+01,1.96E+02,2.81E-01,5.43E+00,2.71E-01,2.53E-01,6.86E-02,6.87E-01,1.29E-01,8.16E-02,1.00E+00,0.00E+00,0.00E+00
271,1.83E-02,4.21E-01,1.01E-03,4.83E-03,1.24E-01,5.79E-02,1.44E-02,2.86E-02,1.90E-02,8.52E+00,2.86E+00,6.88E-02,1.26E-03,6.05E+01,3.22E+00,1.64E-03,1.84E+00,1.05E+02,5.64E+00,8.98E+01,6.32E+00,7.63E+00,5.55E-01,1.69E-01,1.54E+00,9.66E-01,2.64E-01,5.44E-02,1.00E+00,0.00E+00,0.00E+00
272,3.34E-01,1.59E-01,5.45E-01,1.62E-03,1.10E-02,1.37E-02,1.36E-01,1.76E+00,3.70E+01,9.46E-03,2.33E+01,5.97E-03,2.83E-03,8.86E+01,8.46E-01,1.63E-01,1.94E+01,2.76E+01,5.57E+02,9.48E+02,2.84E-01,6.72E-01,3.79E+00,1.31E+00,6.93E-02,8.50E-02,1.80E+00,4.24E-01,1.00E+00,0.00E+00,0.00E+00
273,5.28E+01,5.63E-02,2.49E-01,6.75E-03,2.05E-02,1.45E+02,3.53E-02,1.58E-01,3.12E-02,1.24E-02,1.03E-03,1.86E-03,4.55E-02,2.02E+01,1.19E+00,2.75E-02,2.05E+00,3.89E+01,9.42E+01,1.00E+02,8.74E-01,5.03E-01,8.36E+00,4.90E+00,2.13E-01,6.37E-02,3.98E+00,1.58E+00,1.00E+00,0.00E+00,0.00E+00
274,4.57E-02,2.31E-01,2.10E-02,2.69E-03,1.04E-01,1.07E-01,6.11E-02,3.06E-03,1.32E+01,1.28E-03,7.84E-01,1.51E-02,8.28E-02,8.06E+01,2.59E-02,1.21E-03,2.35E-01,8.46E-01,4.15E+00,1.15E+01,3.68E-01,1.44E+01,4.23E-01,9.05E+00,8.99E-02,1.83E+00,2.02E-01,2.92E+00,1.00E+00,0.00E+00,0.00E+00
275,4.63E+01,1.85E-01,5.95E+00,6.15E-04,6.94E-01,9.79E+00,1.19E-01,1.11E-02,1.72E-01,9.62E-01,1.48E-02,3.14E-01,5.22E-02,2.28E+01,1.65E+00,2.29E-03,1.84E+01,5.39E+01,7.85E+00,8.97E+02,3.58E-01,8.08E+00,1.80E+01,1.98E-01,8.74E-02,1.02E+00,8.55E+00,6.39E-02,1.00E+00,0.00E+00,0.00E+00
276,1.65E+00,9.51E-01,5.60E-01,8.76E-04,1.46E-01,1.51E-02,4.65E-02,3.21E-03,3.96E-02,1.15E+00,7.01E-01,3.25E-02,9.24E+01,7.75E+01,9.23E-03,5.19E-02,5.28E-01,3.01E-01,1.78E+02,2.58E+01,2.84E+00,1.54E+00,1.17E+00,1.12E+00,6.93E-01,1.95E-01,5.55E-01,3.61E-01,1.00E+00,0.00E+00,0.00E+00
277,7.80E-01,8.14E-01,3.98E+00,4.46E-02,7.42E-02,1.18E+00,9.28E+00,2.96E-02,6.37E+00,5.07E-01,4.45E+01,4.04E+00,1.75E-02,8.55E+01,1.54E-03,3.85E-02,1.80E-03,5.03E-02,1.32E+02,8.82E-02,3.57E+00,4.37E-01,1.45E+00,1.65E-01,8.71E-01,5.54E-02,6.91E-01,5.34E-02,1.00E+00,0.00E+00,0.00E+00
278,1.20E-01,5.25E-01,1.16E+00,3.57E-03,9.88E-02,2.32E-01,7.11E+00,1.15E+01,2.00E-01,1.24E-02,1.52E+01,1.47E-03,3.92E-02,3.83E+01,2.47E-02,1.16E-02,8.34E+00,8.07E-01,3.97E+01,4.08E+02,2.20E+00,5.16E+00,2.17E+00,1.13E+00,5.36E-01,6.53E-01,1.03E+00,3.63E-01,1.00E+00,0.00E+00,0.00E+00
279,8.68E+01,1.66E-02,2.88E+00,9.60E-03,1.86E-02,5.61E+00,1.37E-02,1.17E-02,1.67E-03,3.69E-01,8.36E-01,4.05E-03,1.86E+01,4.96E+01,8.90E+00,5.74E-03,1.78E+01,2.91E+02,1.97E+01,8.70E+02,3.58E+00,1.09E+00,4.08E+00,7.46E-01,8.72E-01,1.38E-01,1.94E+00,2.41E-01,1.00E+00,0.00E+00,0.00E+00
280,1.19E+01,4.10E-01,1.80E+00,2.23E-03,1.79E-01,2.58E+01,3.09E-01,2.66E-02,8.22E-03,1.05E+01,1.64E+00,6.80E+00,7.62E-01,6.87E+01,1.75E-02,2.53E-03,1.95E-02,5.70E-01,8.66E+00,9.55E-01,5.61E-01,1.64E+01,2.37E-01,1.57E+00,1.37E-01,2.08E+00,1.13E-01,5.05E-01,1.00E+00,0.00E+00,0.00E+00
281,3.14E-02,2.15E-02,5.77E-01,2.55E-03,1.80E-02,2.22E-01,1.17E+00,9.38E+00,7.81E-02,1.04E-03,4.50E+01,2.13E-02,4.10E-03,8.81E+01,2.78E+01,1.05E-02,5.33E+00,9.06E+02,3.60E+01,2.61E+02,5.92E+00,2.32E+00,2.85E-01,5.99E-01,1.44E+00,2.93E-01,1.36E-01,1.93E-01,1.00E+00,0.00E+00,0.00E+00
282,1.74E-02,2.34E-02,7.88E-03,5.83E-03,5.18E-01,2.53E+02,1.29E-01,1.26E-02,1.54E-03,2.95E-01,2.07E-01,6.29E-01,3.14E+00,7.97E+01,5.55E-01,6.36E-02,6.10E+00,1.81E+01,2.18E+02,2.98E+02,6.44E+00,4.69E-01,1.00E+00,1.13E+01,1.57E+00,5.93E-02,4.78E-01,3.66E+00,1.00E+00,0.00E+00,0.00E+00
283,4.02E-02,3.29E-02,6.09E-02,2.21E-03,2.53E-02,1.10E+02,2.99E+00,7.11E-01,4.40E-03,1.94E-02,7.41E+01,1.76E-02,1.09E+01,3.28E+01,1.67E+00,3.76E-02,6.84E-02,5.44E+01,1.29E+02,3.35E+00,4.86E+00,5.84E-01,5.92E-01,2.11E-01,1.19E+00,7.39E-02,2.82E-01,6.80E-02,1.00E+00,0.00E+00,0.00E+00
284,5.01E-02,1.43E-02,7.79E-02,2.96E-02,2.61E-01,1.62E+02,1.00E+00,6.37E-02,1.82E+01,1.13E-03,4.16E+01,4.33E-02,2.92E-01,7.84E+01,2.48E-03,1.48E-01,1.62E-02,8.10E-02,5.07E+02,7.89E-01,3.22E+00,5.86E+00,5.09E-01,1.46E+00,7.86E-01,7.42E-01,2.43E-01,4.71E-01,1.00E+00,0.00E+00,0.00E+00
285,9.72E+00,2.17E-01,5.11E-01,9.74E-04,4.78E-02,1.21E+01,1.40E-01,2.10E-01,6.82E-03,2.82E-03,4.04E+00,2.94E-03,5.85E-01,3.75E+01,1.47E-03,6.82E-02,1.37E-02,4.81E-02,2.34E+02,6.71E-01,3.48E+00,8.19E-01,1.78E+00,6.72E+00,8.49E-01,1.04E-01,8.49E-01,2.17E+00,1.00E+00,0.00E+00,0.00E+00
286,1.38E+01,9.15E-03,6.40E-01,1.58E-03,3.46E-02,6.69E+01,2.60E-02,5.80E-03,4.22E-02,2.58E+00,1.87E-03,6.63E-01,3.77E+00,2.43E+01,1.76E-01,1.37E-03,2.84E-02,5.73E+00,4.69E+00,1.39E+00,9.77E+00,4.70E-01,2.03E+00,2.40E-01,2.38E+00,5.95E-02,9.66E-01,7.74E-02,1.00E+00,0.00E+00,0.00E+00
287,1.15E+02,1.26E-01,9.41E+00,6.29E-02,7.81E-01,1.97E+02,2.36E-01,2.02E-03,3.65E+00,1.54E-02,2.21E-02,8.94E-01,3.25E-02,4.77E+01,2.51E-01,1.04E-02,2.69E+00,8.18E+00,3.56E+01,1.32E+02,6.34E-01,5.14E-01,1.25E-01,6.01E-01,1.55E-01,6.51E-02,5.94E-02,1.94E-01,1.00E+00,0.00E+00,0.00E+00
288,2.31E+00,5.06E-03,3.33E-02,2.59E-03,2.64E-02,8.29E+01,2.10E-02,3.85E-02,7.39E-03,8.00E-03,1.98E+00,5.09E-02,5.31E+01,8.06E+00,1.05E+00,6.02E-02,2.53E+00,3.44E+01,2.06E+02,1.24E+02,4.68E-01,4.07E-01,1.64E+00,1.51E+01,1.14E-01,5.15E-02,7.82E-01,4.86E+00,1.00E+00,0.00E+00,0.00E+00
289,1.46E-02,4.41E-03,3.54E-02,6.81E-04,9.73E-02,5.43E+02,1.14E+00,3.36E+00,3.60E-01,6.17E-02,2.17E-03,1.37E-01,1.68E+01,2.28E+01,6.79E-01,1.50E-02,1.15E+00,2.22E+01,5.15E+01,5.62E+01,2.27E-01,3.45E+00,7.04E+00,3.88E-01,5.52E-02,4.37E-01,3.35E+00,1.25E-01,1.00E+00,0.00E+00,0.00E+00
290,6.97E-01,7.81E-02,8.42E-02,5.06E-03,5.32E-01,1.81E+02,3.18E-01,4.19E-02,4.97E+00,1.44E-03,1.17E+01,4.18E-02,1.09E-03,1.83E+01,1.65E-01,2.26E-03,7.73E-02,5.39E+00,7.73E+00,3.78E+00,2.06E-01,5.58E+00,1.90E-01,9.24E-01,5.02E-02,7.06E-01,9.03E-02,2.98E-01,1.00E+00,0.00E+00,0.00E+00
291,1.27E+01,2.27E-01,3.52E-01,1.60E-02,2.20E-01,4.46E+01,6.66E-02,2.31E-02,2.31E+00,4.91E-01,5.20E-03,6.62E+00,1.77E+00,4.73E+01,7.93E-01,5.29E-03,1.06E-02,2.59E+01,1.81E+01,5.20E-01,1.94E+00,2.77E+00,7.78E-01,9.75E-01,4.74E-01,3.50E-01,3.71E-01,3.14E-01,1.00E+00,0.00E+00,0.00E+00
292,1.97E+01,3.13E-01,1.43E-02,1.43E-02,1.37E-01,2.05E+02,5.31E-02,3.54E-01,1.83E+00,2.65E-03,1.08E-03,2.47E-02,4.17E+00,4.94E+00,1.66E-01,9.61E-03,2.71E+00,5.43E+00,3.30E+01,1.33E+02,3.97E-01,8.91E+00,1.65E-01,1.13E+00,9.69E-02,1.13E+00,7.86E-02,3.63E-01,1.00E+00,0.00E+00,0.00E+00
293,1.76E+00,3.24E-01,8.61E-02,7.44E-03,1.77E-01,7.98E+00,5.91E-02,4.60E-02,6.49E+01,5.51E-02,4.99E-03,2.73E+00,8.16E+01,5.87E+01,2.18E+00,1.62E-03,3.70E-02,7.10E+01,5.56E+00,1.81E+00,2.45E+00,2.51E+00,2.34E+00,1.25E+01,5.97E-01,3.18E-01,1.11E+00,4.05E+00,1.00E+00,0.00E+00,0.00E+00
294,1.53E-02,3.65E-01,1.56E-03,4.84E-02,5.91E-01,1.18E+02,2.25E-01,3.26E-03,1.43E-01,5.39E-01,4.39E-01,2.97E+00,3.74E+00,9.40E+01,3.60E-03,8.96E-03,1.75E-02,1.17E-01,3.07E+01,8.55E-01,7.79E-01,3.89E+00,3.48E+00,1.91E-01,1.90E-01,4.92E-01,1.66E+00,6.17E-02,1.00E+00,0.00E+00,0.00E+00
295,1.57E+00,5.62E-01,1.71E-01,3.16E-02,4.37E-02,9.23E+00,3.13E-01,2.71E+00,3.22E+00,7.90E-02,2.06E+01,1.00E+01,2.85E-03,9.36E+01,4.01E-02,2.06E-03,6.41E+00,1.31E+00,7.05E+00,3.14E+02,6.77E+00,1.65E+00,1.51E-01,6.19E+00,1.65E+00,2.09E-01,7.19E-02,2.00E+00,1.00E+00,0.00E+00,0.00E+00
296,4.28E+01,5.37E-02,3.24E-01,1.36E-02,1.24E-01,4.25E+02,2.95E-02,1.17E-01,5.08E-02,1.64E-02,2.68E-01,4.16E+00,1.81E+01,2.78E+01,1.88E-02,2.30E-02,5.09E+00,6.15E-01,7.87E+01,2.49E+02,8.73E-01,6.82E-01,3.44E-01,3.98E-01,2.13E-01,8.64E-02,1.64E-01,1.29E-01,1.00E+00,0.00E+00,0.00E+00
297,8.53E-01,2.70E-01,1.28E+00,5.10E-04,4.59E-01,1.30E+01,3.41E+00,3.07E+00,2.62E+00,5.66E+00,1.16E-02,3.07E-02,5.62E+01,1.85E+01,3.30E-03,1.45E-03,3.80E+00,1.08E-01,4.95E+00,1.86E+02,1.33E+00,2.14E+00,3.24E-01,1.50E+01,3.24E-01,2.71E-01,1.55E-01,4.84E+00,1.00E+00,0.00E+00,0.00E+00
298,2.21E+01,3.53E-01,7.46E+00,8.64E-02,4.91E-01,8.23E+02,2.56E+00,2.23E-02,8.81E+01,2.13E-03,1.26E-01,2.54E-02,1.07E-03,7.12E+01,9.31E-02,7.43E-02,3.17E-01,3.04E+00,2.55E+02,1.55E+01,3.53E+00,8.38E-01,1.46E+00,3.54E-01,8.60E-01,1.06E-01,6.93E-01,1.14E-01,1.00E+00,0.00E+00,0.00E+00
299,6.43E-01,2.54E-01,1.73E-01,2.84E-03,4.90E-02,2.23E-03,3.18E-02,1.14E+00,1.20E-03,1.81E+00,8.03E-02,1.70E-03,6.66E-01,5.25E+01,1.77E-01,1.85E-02,1.79E-01,5.77E+00,6.35E+01,8.73E+00,2.77E+00,6.09E-01,1.63E+01,1.56E-01,6.76E-01,7.70E-02,7.78E+00,5.03E-02,1.00E+00,0.00E+00,0.00E+00
300,6.37E-02,5.34E-02,7.66E-03,3.24E-03,1.59E-02,5.98E+01,1.50E+00,4.27E-02,1.11E-01,2.59E+00,6.63E+00,8.27E-03,9.80E-02,7.76E+00,5.14E+00,1.30E-03,2.49E+00,1.68E+02,4.44E+00,1.22E+02,8.89E+00,9.90E-01,3.04E-01,3.97E+00,2.17E+00,1.25E-01,1.45E-01,1.28E+00,1.00E+00,0.00E+00,0.00E+00
301,1.47E-01,8.58E-01,1.16E-03,2.71E-02,5.39E-02,4.70E+02,1.53E+00,5.04E-02,8.39E+00,7.09E-01,3.95E+01,3.11E-01,1.61E+01,1.17E+01,2.45E+00,1.04E-03,7.70E+00,7.99E+01,3.57E+00,3.76E+02,1.25E+01,1.37E+01,2.60E-01,6.87E+00,3.05E+00,1.73E+00,1.24E-01,2.22E+00,1.00E+00,0.00E+00,0.00E+00
302,2.50E+00,1.26E-01,4.91E-02,4.18E-02,3.60E-02,1.99E+00,2.92E-02,1.30E-03,5.79E-01,4.92E-03,7.67E-01,4.38E-03,5.69E+00,5.40E+01,8.37E-03,9.15E-03,8.17E+00,2.73E-01,3.14E+01,3.99E+02,2.88E-01,8.25E-01,4.37E+00,1.72E+00,7.04E-02,1.04E-01,2.08E+00,5.54E-01,1.00E+00,0.00E+00,0.00E+00
303,2.00E-02,3.09E-02,4.55E-03,8.88E-04,1.03E-02,9.50E+02,2.30E+00,3.00E-01,2.03E-02,2.21E-02,4.51E+01,5.11E-03,6.23E-02,2.68E+01,5.52E-03,6.23E-03,1.31E-01,1.80E-01,2.14E+01,6.39E+00,1.00E+00,1.33E+01,8.43E+00,3.51E-01,2.44E-01,1.68E+00,4.02E+00,1.13E-01,1.00E+00,0.00E+00,0.00E+00
304,2.92E-02,2.18E-01,2.00E-03,8.28E-03,1.69E-02,1.56E-01,2.22E-02,1.79E-03,6.90E-03,3.50E-03,3.47E+00,5.30E+00,1.43E-03,9.02E+01,1.42E+00,3.57E-03,3.37E+00,4.62E+01,1.22E+01,1.65E+02,4.96E+00,1.22E+00,3.53E+00,7.82E+00,1.21E+00,1.55E-01,1.68E+00,2.52E+00,1.00E+00,0.00E+00,0.00E+00
305,2.11E+01,4.63E-02,5.49E+00,7.17E-03,1.77E-02,2.90E+00,9.30E-02,6.57E-03,3.95E-02,5.74E-03,4.55E-03,7.63E-03,2.29E+00,7.89E+01,2.16E-02,1.44E-01,2.22E-02,7.06E-01,4.93E+02,1.09E+00,2.16E+00,1.56E+01,2.12E+00,2.17E-01,5.28E-01,1.97E+00,1.01E+00,6.99E-02,1.00E+00,0.00E+00,0.00E+00
306,1.62E-01,7.53E-01,6.87E-02,7.27E-02,1.32E-02,3.97E+00,4.61E+00,2.15E-01,1.02E-01,6.68E-02,8.06E-02,3.44E+00,5.82E-02,4.43E+01,3.80E+00,1.29E-03,2.13E-02,1.24E+02,4.42E+00,1.04E+00,8.59E-01,6.61E-01,5.61E-01,9.45E+00,2.09E-01,8.37E-02,2.67E-01,3.05E+00,1.00E+00,0.00E+00,0.00E+00
307,2.34E+00,5.85E-01,8.94E-01,1.76E-03,1.84E-02,5.82E+00,1.22E+00,3.03E+00,5.36E+00,2.92E+01,1.35E-01,4.51E-03,4.43E-01,9.42E+01,3.36E-02,1.05E-02,1.84E-02,1.10E+00,3.60E+01,9.02E-01,1.05E+00,3.04E+00,2.57E+00,1.69E+01,2.57E-01,3.85E-01,1.22E+00,5.46E+00,1.00E+00,0.00E+00,0.00E+00
308,2.03E+01,1.29E-02,4.94E+00,2.05E-03,7.11E-01,4.06E+02,5.10E-02,5.65E-01,4.22E-01,2.30E-02,6.49E-01,9.56E-01,7.06E-01,5.63E+01,2.58E-02,8.57E-02,8.03E+00,8.42E-01,2.94E+02,3.93E+02,1.60E+00,6.43E-01,2.77E-01,8.13E+00,3.91E-01,8.14E-02,1.32E-01,2.62E+00,1.00E+00,0.00E+00,0.00E+00
309,5.81E-02,1.92E-01,7.42E-03,2.31E-02,7.11E-02,3.95E+02,1.64E+00,1.39E-02,7.46E-02,1.52E+01,6.32E+00,9.72E-02,8.90E+01,3.49E+01,2.41E-02,5.21E-03,2.79E-02,7.87E-01,1.79E+01,1.36E+00,3.81E+00,4.06E-01,5.76E+00,1.58E+00,9.29E-01,5.14E-02,2.74E+00,5.11E-01,1.00E+00,0.00E+00,0.00E+00
310,1.73E-01,2.43E-01,1.07E-01,2.21E-03,1.97E-02,2.76E-02,9.18E-02,7.20E+00,3.57E-03,2.58E-01,2.13E-01,1.11E+01,4.29E-03,7.75E+01,3.75E-02,2.72E-02,1.79E+01,1.23E+00,9.33E+01,8.76E+02,5.01E-01,8.67E-01,7.90E-01,4.41E+00,1.22E-01,1.10E-01,3.76E-01,1.42E+00,1.00E+00,0.00E+00,0.00E+00
311,1.71E-02,4.03E-02,1.42E-02,2.12E-03,1.09E-01,9.60E-01,1.30E-01,3.57E+00,3.98E-03,9.91E-03,1.35E+00,4.47E-02,3.44E+00,4.07E+01,1.07E+01,1.12E-01,4.20E+00,3.48E+02,3.84E+02,2.05E+02,2.47E-01,2.72E+00,9.84E-01,3.48E-01,6.02E-02,3.45E-01,4.68E-01,1.12E-01,1.00E+00,0.00E+00,0.00E+00
312,6.22E+00,6.06E-01,1.20E-01,7.96E-02,8.67E-01,7.17E+01,1.69E-01,4.63E-01,7.61E-01,4.44E-01,1.34E-02,2.10E+00,3.79E+00,3.02E+01,5.41E-02,9.04E-03,7.84E-03,1.77E+00,3.10E+01,3.83E-01,1.10E+01,4.59E+00,3.58E+00,1.43E+01,2.69E+00,5.80E-01,1.70E+00,4.61E+00,1.00E+00,0.00E+00,0.00E+00
